,Phone Name,Rating ?/5,Number of Ratings,Back/Rare Camera,Front Camera,Processor,Price in INR,Date of Scraping,Company Name,Ram_size,Storage_size,Battery_size
143,"realme 10 (Clash White, 64 GB)",4.3,10967,50MP + 2MP,16MP Front Camera,Mediatek Helio G99 Octa Core Processor,12499,2023-06-17,realme,4.0,64,5000
144,"realme 10 (Rush Black, 128 GB)",4.3,4676,50MP + 2MP,16MP Front Camera,Mediatek Helio G99 Octa Core Processor,15499,2023-06-17,realme,8.0,128,5000
145,"realme 9 5G SE (Azure Glow, 128 GB)",4.4,4115,48MP + 2MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 778G Processor,17999,2023-06-17,realme,8.0,128,5000
146,"realme 9 5G SE (Starry Glow, 128 GB)",4.4,4115,48MP + 2MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 778G Processor,17999,2023-06-17,realme,8.0,128,5000
147,"realme 10 (Clash White, 128 GB)",4.3,4676,50MP + 2MP,16MP Front Camera,Mediatek Helio G99 Octa Core Processor,15499,2023-06-17,realme,8.0,128,5000
149,"realme Narzo 50i Prime (Dark Blue, 32 GB)",4.2,127,8MP Rear Camera,5MP Front Camera,Unisoc T612 processor Processor,7078,2023-06-17,realme,3.0,32,5000
150,"realme 9i 5G (Soulful Blue, 128 GB)",4.3,8557,50MP + 2MP + 2MP,8MP Front Camera,Mediatek Dimensity 810 5G Processor,16999,2023-06-17,realme,6.0,128,5000
151,"realme 9i 5G (Rocking Black, 64 GB)",4.5,48258,50MP + 2MP + 2MP,8MP Front Camera,Mediatek Dimensity 810 5G Processor,14999,2023-06-17,realme,4.0,64,5000
152,"realme Narzo 50 (Speed Blue, 64 GB)",4.4,17460,50MP + 2MP + 2MP,16MP Front Camera,Mediatek Helio G96 Processor,12999,2023-06-17,realme,4.0,64,5000
153,"realme Narzo 50 (Speed Blue, 128 GB)",4.3,11210,50MP + 2MP + 2MP,16MP Front Camera,Mediatek Helio G96 Processor,12999,2023-06-17,realme,6.0,128,5000
154,"realme 9i 5G (Metallica Gold, 128 GB)",4.3,8557,50MP + 2MP + 2MP,8MP Front Camera,Mediatek Dimensity 810 5G Processor,16999,2023-06-17,realme,6.0,128,5000
155,"realme 9i 5G (Rocking Black, 128 GB)",4.3,8557,50MP + 2MP + 2MP,8MP Front Camera,Mediatek Dimensity 810 5G Processor,16999,2023-06-17,realme,6.0,128,5000
156,"realme 9i 5G (Soulful Blue, 64 GB)",4.5,48258,50MP + 2MP + 2MP,8MP Front Camera,Mediatek Dimensity 810 5G Processor,14999,2023-06-17,realme,4.0,64,5000
157,"realme Narzo 50 (Speed Black, 128 GB)",4.3,11210,50MP + 2MP + 2MP,16MP Front Camera,Mediatek Helio G96 Processor,12999,2023-06-17,realme,6.0,128,5000
158,"realme 9i 5G (Metallica Gold, 64 GB)",4.5,48258,50MP + 2MP + 2MP,8MP Front Camera,Mediatek Dimensity 810 5G Processor,14999,2023-06-17,realme,4.0,64,5000
160,"realme C25s (Watery Grey, 128 GB)",4.4,51873,13MP + 2MP + 2MP,8MP Front Camera,MediaTek Helio G85 Processor,9999,2023-06-17,realme,4.0,128,6000
161,"realme C55 (Rainforest / Green, 128 GB)",4.4,12742,64MP + 2MP,8MP Front Camera,Helio G88 Processor,15495,2023-06-17,realme,8.0,128,5000
162,"realme Narzo 50 (Speed Black, 64 GB)",4.4,17460,50MP + 2MP + 2MP,16MP Front Camera,Mediatek Helio G96 Processor,12350,2023-06-17,realme,4.0,64,5000
163,"realme Narzo 50i Prime (Mint Green, 64 GB)",4.1,360,8MP Rear Camera,5MP Front Camera,Unisoc T612 processor Processor,8449,2023-06-17,realme,4.0,64,5000
164,"realme C21Y (Cross Blue, 32 GB)",4.6,91242,13MP + 2MP + 2MP,5MP Front Camera,Unisoc T610 Processor,7499,2023-06-17,realme,3.0,32,5000
165,"realme C35 (Glowing Black, 128 GB)",4.4,189477,50MP + 2MP + 0.3MP,8MP Front Camera,Unisoc Tiger T616 Processor,10699,2023-06-17,realme,4.0,128,5000
166,"realme C35 (Glowing Black, 64 GB)",4.4,189477,50MP + 2MP + 0.3MP,8MP Front Camera,Unisoc Tiger T616 Processor,9699,2023-06-17,realme,4.0,64,5000
167,"realme C21Y (Cross Black, 32 GB)",4.6,91242,13MP + 2MP + 2MP,5MP Front Camera,Unisoc T610 Processor,7499,2023-06-17,realme,3.0,32,5000
168,"realme Narzo 50i (Carbon Black, 32 GB)",4.5,123959,8MP Rear Camera,5MP Front Camera,SC9863A Processor,7180,2023-06-17,realme,2.0,32,5000
170,"realme C21Y (Cross Black, 32 GB)",4.6,91242,13MP + 2MP + 2MP,5MP Front Camera,Unisoc T610 Processor,7499,2023-06-17,realme,3.0,32,5000
171,"realme C33 (Night Sea, 32 GB)",4.4,25430,50MP + 0.3MP,5MP Front Camera,Unisoc T612 Processor,8999,2023-06-17,realme,3.0,32,5000
172,"realme C33 (Sandy Gold, 32 GB)",4.4,25430,50MP + 0.3MP,5MP Front Camera,Unisoc T612 Processor,8999,2023-06-17,realme,3.0,32,5000
173,"realme C33 (Aqua Blue, 32 GB)",4.4,25430,50MP + 0.3MP,5MP Front Camera,Unisoc T612 Processor,8999,2023-06-17,realme,3.0,32,5000
174,"realme Narzo 30 (Racing Silver, 128 GB)",4.3,77321,48MP + 2MP + 2MP,16MP Front Camera,MediaTek Helio G95 Processor,12499,2023-06-17,realme,6.0,128,5000
175,"realme C21Y (Cross Blue, 64 GB)",4.5,255896,13MP + 2MP + 2MP,5MP Front Camera,Unisoc T610 Processor,8499,2023-06-17,realme,4.0,64,5000
176,"realme C25s (Watery Blue, 128 GB)",4.4,51873,13MP + 2MP + 2MP,8MP Front Camera,MediaTek Helio G85 Processor,10489,2023-06-17,realme,4.0,128,6000
177,"realme C33 (Sandy Gold, 64 GB)",4.4,69800,50MP + 0.3MP,5MP Front Camera,Unisoc T612 Processor,9999,2023-06-17,realme,4.0,64,5000
178,"realme C33 (Night Sea, 64 GB)",4.4,69800,50MP + 0.3MP,5MP Front Camera,Unisoc T612 Processor,9999,2023-06-17,realme,4.0,64,5000
179,"realme C33 (Aqua Blue, 64 GB)",4.4,69800,50MP + 0.3MP,5MP Front Camera,Unisoc T612 Processor,9999,2023-06-17,realme,4.0,64,5000
180,"realme Narzo 50i (Carbon Black, 64 GB)",4.3,63130,8MP Rear Camera,5MP Front Camera,SC9863A Processor,8949,2023-06-17,realme,4.0,64,5000
181,"realme GT 2 (Steel Black, 128 GB)",4.3,9393,50MP + 8MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 888 Processor,23999,2023-06-17,realme,8.0,128,5000
182,"realme GT 2 (Paper White, 128 GB)",4.3,9393,50MP + 8MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 888 Processor,23999,2023-06-17,realme,8.0,128,5000
183,"realme Narzo 30 (Racing Blue, 128 GB)",4.3,77321,48MP + 2MP + 2MP,16MP Front Camera,MediaTek Helio G95 Processor,12499,2023-06-17,realme,6.0,128,5000
184,"realme C33 2023 (Aqua Blue, 64 GB)",4.4,13111,50MP + 0.3MP,5MP Front Camera,Unisoc T612 Processor,9999,2023-06-17,realme,4.0,64,5000
185,"realme C33 2023 (Sandy Gold, 64 GB)",4.4,13111,50MP + 0.3MP,5MP Front Camera,Unisoc T612 Processor,9999,2023-06-17,realme,4.0,64,5000
186,"realme C21Y (Cross Black, 64 GB)",4.5,255896,13MP + 2MP + 2MP,5MP Front Camera,Unisoc T610 Processor,8499,2023-06-17,realme,4.0,64,5000
187,"realme 8i (Space Black, 64 GB)",4.5,174284,50MP + 2MP + 2MP,16MP Front Camera,MediaTek Helio G96 Processor,11499,2023-06-17,realme,4.0,64,5000
188,"realme C33 2023 (Night Sea, 64 GB)",4.4,13111,50MP + 0.3MP,5MP Front Camera,Unisoc T612 Processor,9999,2023-06-17,realme,4.0,64,5000
189,"realme C31 (Light Silver, 32 GB)",4.5,48051,13MP + 2MP + 0.3MP,5MP Front Camera,Unisoc T612 Processor,8049,2023-06-17,realme,3.0,32,5000
190,"realme C31 (Dark Green, 32 GB)",4.5,48051,13MP + 2MP + 0.3MP,5MP Front Camera,Unisoc T612 Processor,8049,2023-06-17,realme,3.0,32,5000
191,"realme C31 (Dark Green, 64 GB)",4.4,65343,13MP + 2MP + 0.3MP,5MP Front Camera,Unisoc T612 Processor,8749,2023-06-17,realme,4.0,64,5000
192,"realme C31 (Light Silver, 64 GB)",4.4,65343,13MP + 2MP + 0.3MP,5MP Front Camera,Unisoc T612 Processor,8749,2023-06-17,realme,4.0,64,5000
193,"realme Narzo 30 Pro 5G (Blade Silver, 128 GB)",4.3,28717,48MP + 8MP + 2MP,16MP Front Camera,MediaTek Dimensity 800U Processor,15999,2023-06-17,realme,8.0,128,5000
194,"realme C11 2021 (Cool Blue, 64 GB)",4.3,210255,8MP Rear Camera,5MP Front Camera,Octa-core Processor,8999,2023-06-17,realme,4.0,64,5000
195,"realme C11 2021 (Cool Grey, 64 GB)",4.3,210255,8MP Rear Camera,5MP Front Camera,Octa-core Processor,8999,2023-06-17,realme,4.0,64,5000
196,"realme 10 Pro+ 5G (Nebula Blue, 128 GB)",4.4,16541,108MP + 8MP + 2MP,16MP Front Camera,Mediatek Dimensity 1080 5G Processor,25999,2023-06-17,realme,8.0,128,5000
197,"realme Narzo 50A Prime (Flash Black, 64 GB)",4.1,1238,50MP Rear Camera,8MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,11998,2023-06-17,realme,4.0,64,5000
199,"realme 10 Pro+ 5G (Hyperspace, 128 GB)",4.4,16541,108MP + 8MP + 2MP,16MP Front Camera,Mediatek Dimensity 1080 5G Processor,25999,2023-06-17,realme,8.0,128,5000
200,"realme 10 Pro+ 5G (Dark Matter, 128 GB)",4.4,16541,108MP + 8MP + 2MP,16MP Front Camera,Mediatek Dimensity 1080 5G Processor,25999,2023-06-17,realme,8.0,128,5000
201,"realme 10 Pro+ 5G (Nebula Blue, 128 GB)",4.4,24462,108MP + 8MP + 2MP,16MP Front Camera,Mediatek Dimensity 1080 5G Processor,24999,2023-06-17,realme,6.0,128,5000
203,"realme 10 Pro+ 5G (Dark Matter, 128 GB)",4.4,24462,108MP + 8MP + 2MP,16MP Front Camera,Mediatek Dimensity 1080 5G Processor,24999,2023-06-17,realme,6.0,128,5000
204,"realme 10 Pro+ 5G (Hyperspace, 128 GB)",4.4,24462,108MP + 8MP + 2MP,16MP Front Camera,Mediatek Dimensity 1080 5G Processor,24999,2023-06-17,realme,6.0,128,5000
205,"realme C30s (Stripe Black, 32 GB)",4.4,6173,8MP Rear Camera,5MP Front Camera,Unisoc SC9863A/ Unisoc SC9863A1 Processor,6999,2023-06-17,realme,2.0,32,5000
206,"realme C30s (Stripe Blue, 32 GB)",4.4,6173,8MP Rear Camera,5MP Front Camera,Unisoc SC9863A/ Unisoc SC9863A1 Processor,6999,2023-06-17,realme,2.0,32,5000
207,"realme Narzo 50A (Oxygen Blue, 64 GB)",4.4,342411,50MP + 2MP + 2MP,8MP Front Camera,MediaTek Helio G85 Processor,11499,2023-06-17,realme,4.0,64,6000
208,"realme 9i (Prism Black, 128 GB)",4.5,27119,50MP + 2MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 680 (SM6225) Processor,14499,2023-06-17,realme,6.0,128,5000
209,"realme 9i (Prism Black, 128 GB)",4.5,130575,50MP + 2MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 680 (SM6225) Processor,13499,2023-06-17,realme,4.0,128,5000
210,"realme 9i (Prism Blue, 64 GB)",4.5,130575,50MP + 2MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 680 (SM6225) Processor,11999,2023-06-17,realme,4.0,64,5000
211,"realme C30 (Bamboo Green, 32 GB)",4.2,104291,8MP Rear Camera,5MP Front Camera,Unisoc T612 Processor,5999,2023-06-17,realme,2.0,32,5000
212,"realme C30 (Lake Blue, 32 GB)",4.2,104291,8MP Rear Camera,5MP Front Camera,Unisoc T612 Processor,5999,2023-06-17,realme,2.0,32,5000
213,"realme 9 5G SE (Azure Glow, 128 GB)",4.4,28393,48MP + 2MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 778G Processor,14999,2023-06-17,realme,6.0,128,5000
214,"realme Narzo 50i Prime (Dark Blue, 64 GB)",4.1,360,8MP Rear Camera,5MP Front Camera,Unisoc T612 processor Processor,8427,2023-06-17,realme,4.0,64,5000
215,"realme 9 5G SE (Starry Glow, 128 GB)",4.4,28393,48MP + 2MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 778G Processor,14999,2023-06-17,realme,6.0,128,5000
216,"realme C25s (Watery Blue, 64 GB)",4.4,51873,13MP + 2MP + 2MP,8MP Front Camera,MediaTek Helio G85 Processor,8999,2023-06-17,realme,4.0,64,6000
217,"realme C55 (Rainy Night / Black, 128 GB)",4.4,12742,64MP + 2MP,8MP Front Camera,Helio G88 Processor,15499,2023-06-17,realme,8.0,128,5000
218,"realme Narzo 30 (Racing Blue, 64 GB)",4.4,106846,48MP + 2MP + 2MP,16MP Front Camera,MediaTek Helio G95 Processor,10499,2023-06-17,realme,4.0,64,5000
219,"realme C25s (Watery Grey, 64 GB)",4.4,51873,13MP + 2MP + 2MP,8MP Front Camera,MediaTek Helio G85 Processor,8999,2023-06-17,realme,4.0,64,6000
220,"realme C35 (Glowing Green, 128 GB)",4.3,16739,50MP + 2MP + 0.3MP,8MP Front Camera,Unisoc Tiger T616 Processor,11699,2023-06-17,realme,6.0,128,5000
221,"realme Narzo 50i (Mint Green, 64 GB)",4.3,63130,8MP Rear Camera,5MP Front Camera,SC9863A Processor,8910,2023-06-17,realme,4.0,64,5000
222,"realme C35 (Glowing Black, 128 GB)",4.3,16739,50MP + 2MP + 0.3MP,8MP Front Camera,Unisoc Tiger T616 Processor,11699,2023-06-17,realme,6.0,128,5000
223,"realme X3 SuperZoom (Arctic White, 256 GB)",4.3,11117,64MP + 8MP + 8MP + 2MP,32MP + 8MP Dual Front Camera,Qualcomm Snapdragon 855+ Processor,14999,2023-06-17,realme,8.0,256,4200
224,"realme GT 2 (Paper Green, 128 GB)",4.3,9393,50MP + 8MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 888 Processor,23999,2023-06-17,realme,8.0,128,5000
225,"realme C11 2021 (Cool Blue, 32 GB)",4.4,236693,8MP Rear Camera,5MP Front Camera,Octa-core Processor,7499,2023-06-17,realme,2.0,32,5000
226,"realme X3 SuperZoom (Glacier Blue, 256 GB)",4.2,2923,64MP + 8MP + 8MP + 2MP,32MP + 8MP Dual Front Camera,Qualcomm Snapdragon 855+ Processor,17999,2023-06-17,realme,12.0,256,4200
227,"realme GT 2 (Paper Green, 256 GB)",4.4,1313,50MP + 8MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 888 Processor,27999,2023-06-17,realme,12.0,256,5000
228,"realme Narzo 30 (Racing Blue, 64 GB)",4.3,77321,48MP + 2MP + 2MP,16MP Front Camera,MediaTek Helio G95 Processor,11499,2023-06-17,realme,6.0,64,5000
229,"realme Narzo 30 (Racing Silver, 64 GB)",4.3,77321,48MP + 2MP + 2MP,16MP Front Camera,MediaTek Helio G95 Processor,11499,2023-06-17,realme,6.0,64,5000
230,"realme Narzo 30 (Racing Silver, 64 GB)",4.4,106846,48MP + 2MP + 2MP,16MP Front Camera,MediaTek Helio G95 Processor,10499,2023-06-17,realme,4.0,64,5000
231,"realme 8i (Space Black, 128 GB)",4.4,70506,50MP + 2MP + 2MP,16MP Front Camera,MediaTek Helio G96 Processor,17999,2023-06-17,realme,6.0,128,5000
232,"realme C11 2021 (Cool Grey, 32 GB)",4.4,236693,8MP Rear Camera,5MP Front Camera,Octa-core Processor,7499,2023-06-17,realme,2.0,32,5000
233,"realme Narzo 30 Pro 5G (Sword Black, 128 GB)",4.3,28717,48MP + 8MP + 2MP,16MP Front Camera,MediaTek Dimensity 800U Processor,15999,2023-06-17,realme,8.0,128,5000
234,"realme X3 SuperZoom (Arctic White, 256 GB)",4.2,2923,64MP + 8MP + 8MP + 2MP,32MP + 8MP Dual Front Camera,Qualcomm Snapdragon 855+ Processor,17999,2023-06-17,realme,12.0,256,4200
235,"realme X3 SuperZoom (Glacier Blue, 256 GB)",4.3,11117,64MP + 8MP + 8MP + 2MP,32MP + 8MP Dual Front Camera,Qualcomm Snapdragon 855+ Processor,14999,2023-06-17,realme,8.0,256,4200
236,"realme 8i (Space Purple, 64 GB)",4.5,174284,50MP + 2MP + 2MP,16MP Front Camera,MediaTek Helio G96 Processor,11499,2023-06-17,realme,4.0,64,5000
237,"realme Narzo 30 Pro 5G (Sword Black, 64 GB)",4.3,60355,48MP + 8MP + 2MP,16MP Front Camera,MediaTek Dimensity 800U Processor,12999,2023-06-17,realme,6.0,64,5000
238,"realme X3 SuperZoom (Arctic White, 128 GB)",4.3,11117,64MP + 8MP + 8MP + 2MP,32MP + 8MP Dual Front Camera,Qualcomm Snapdragon 855+ Processor,12999,2023-06-17,realme,8.0,128,4200
239,"realme 9i (Prism Black, 64 GB)",4.5,130575,50MP + 2MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 680 (SM6225) Processor,11999,2023-06-17,realme,4.0,64,5000
240,"realme 9i (Prism Black, 128 GB)",4.5,130575,50MP + 2MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 680 (SM6225) Processor,13499,2023-06-17,realme,4.0,128,5000
241,"realme C30s (Stripe Black, 64 GB)",4.2,6505,8MP Rear Camera,5MP Front Camera,Unisoc SC9863A/ Unisoc SC9863A1 Processor,8499,2023-06-17,realme,4.0,64,5000
242,"realme Narzo 50A (Oxygen Blue, 64 GB)",4.4,342411,50MP + 2MP + 2MP,8MP Front Camera,MediaTek Helio G85 Processor,11499,2023-06-17,realme,4.0,64,6000
243,"realme 8 (Cyber Black, 128 GB)",4.4,96600,64MP + 8MP + 2MP + 2MP,16MP Front Camera,MediaTek Helio G95 Processor,15499,2023-06-17,realme,8.0,128,5000
244,"realme 10 (Clash - White, 128 GB)",4.3,4676,50MP + 2MP,16MP Front Camera,Mediatek Helio G99 Octa Core Processor,17999,2023-06-17,realme,8.0,128,5000
245,"realme 9 Pro+ 5G (Midnight Black, 128 GB)",4.4,32551,50MP + 8MP + 2MP,16MP Front Camera,Mediatek Dimensity 920 Processor,19999,2023-06-17,realme,8.0,128,4500
246,"realme 9 5G (Supersonic Black, 64 GB)",4.5,41495,48MP + 2MP + 2MP,16MP Front Camera,Mediatek Dimensity 810 Processor,13499,2023-06-17,realme,4.0,64,5000
247,"realme Narzo 50A (Oxygen Green, 128 GB)",4.4,342411,50MP + 2MP + 2MP,8MP Front Camera,MediaTek Helio G85 Processor,11495,2023-06-17,realme,4.0,128,6000
248,"realme 9 5G (Meteor Black, 64 GB)",4.5,41495,48MP + 2MP + 2MP,16MP Front Camera,Mediatek Dimensity 810 Processor,13499,2023-06-17,realme,4.0,64,5000
249,"Realme C30 - Locked with Airtel Prepaid (Denim Black, 32 GB)",4.2,104291,8MP Rear Camera,5MP Front Camera,Unisoc T612 Processor,5549,2023-06-17,realme,2.0,32,5000
250,"realme 9i (Prism Blue, 128 GB)",4.5,130575,50MP + 2MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 680 (SM6225) Processor,13499,2023-06-17,realme,4.0,128,5000
251,"realme 9 Pro+ 5G (Midnight Black, 256 GB)",4.4,32551,50MP + 8MP + 2MP,16MP Front Camera,Mediatek Dimensity 920 Processor,21999,2023-06-17,realme,8.0,256,4500
252,"realme Narzo 50A (Oxygen Green, 64 GB)",4.4,342411,50MP + 2MP + 2MP,8MP Front Camera,MediaTek Helio G85 Processor,12490,2023-06-17,realme,4.0,64,6000
253,"realme GT Master Edition (Daybreak Blue, 256 GB)",4.3,62922,64MP + 8MP + 2MP,32MP Front Camera,Qualcomm Snapdragon 778G Processor,24999,2023-06-17,realme,8.0,256,4300
254,"realme GT Master Edition (Luna White, 256 GB)",4.3,62922,64MP + 8MP + 2MP,32MP Front Camera,Qualcomm Snapdragon 778G Processor,24999,2023-06-17,realme,8.0,256,4300
255,"realme 9 Pro+ 5G (Aurora Green, 256 GB)",4.4,32551,50MP + 8MP + 2MP,16MP Front Camera,Mediatek Dimensity 920 Processor,21999,2023-06-17,realme,8.0,256,4500
256,"realme C21 (Cross Blue, 64 GB)",4.4,149133,13MP + 2MP + 2MP,5MP Front Camera,MediaTek Helio G35 Processor,10499,2023-06-17,realme,4.0,64,5000
257,"realme C21 (Cross Black, 64 GB)",4.4,149133,13MP + 2MP + 2MP,5MP Front Camera,MediaTek Helio G35 Processor,10499,2023-06-17,realme,4.0,64,5000
258,"realme C21 (Cross Black, 32 GB)",4.4,72333,13MP + 2MP + 2MP,5MP Front Camera,MediaTek Helio G35 Processor,9499,2023-06-17,realme,3.0,32,5000
259,"realme 9 Pro+ 5G (Sunrise Blue, 256 GB)",4.4,32551,50MP + 8MP + 2MP,16MP Front Camera,Mediatek Dimensity 920 Processor,21999,2023-06-17,realme,8.0,256,4500
260,"realme Narzo 50A Prime (Flash Blue, 64 GB)",4.1,1238,50MP Rear Camera,8MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,11199,2023-06-17,realme,4.0,64,5000
261,"realme C30s (Stripe Blue, 64 GB)",4.2,6505,8MP Rear Camera,5MP Front Camera,Unisoc SC9863A/ Unisoc SC9863A1 Processor,9290,2023-06-17,realme,4.0,64,5000
262,"realme GT Neo 3T (Dash Yellow, 128 GB)",4.3,19257,64MP + 8MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 870 Processor,34999,2023-06-17,realme,6.0,128,5000
264,"realme GT Neo 3T (Drifting White, 256 GB)",4.3,13087,64MP + 8MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 870 Processor,38999,2023-06-17,realme,8.0,256,5000
265,"realme C25_Y (Glacier Blue, 64 GB)",4.5,47528,50MP + 2MP + 2MP,8MP Front Camera,Unisoc T618 Processor,10999,2023-06-17,realme,4.0,64,5000
266,"realme GT Neo 3T (Shade Black, 128 GB)",4.3,19257,64MP + 8MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 870 Processor,34999,2023-06-17,realme,6.0,128,5000
267,"realme C25_Y (Metal Grey, 64 GB)",4.5,47528,50MP + 2MP + 2MP,8MP Front Camera,Unisoc T618 Processor,10999,2023-06-17,realme,4.0,64,5000
268,"realme GT Neo 3T (Dash Yellow, 256 GB)",4.3,13087,64MP + 8MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 870 Processor,38999,2023-06-17,realme,8.0,256,5000
269,"realme GT Neo 3T (Drifting White, 128 GB)",4.3,19257,64MP + 8MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 870 Processor,34999,2023-06-17,realme,6.0,128,5000
270,"realme GT Neo 3T (Drifting White, 128 GB)",4.3,13087,64MP + 8MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 870 Processor,36999,2023-06-17,realme,8.0,128,5000
271,"realme GT Neo 3T (Dash Yellow, 128 GB)",4.3,13087,64MP + 8MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 870 Processor,36999,2023-06-17,realme,8.0,128,5000
272,"realme 9 Pro 5G (Midnight Black, 128 GB)",4.4,85111,64MP + 8MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 695 Processor,18999,2023-06-17,realme,6.0,128,5000
274,"realme C25_Y (Metal Grey, 128 GB)",4.5,47528,50MP + 2MP + 2MP,8MP Front Camera,Unisoc T618 Processor,11999,2023-06-17,realme,4.0,128,5000
276,"realme 8 5G (Supersonic Blue, 128 GB)",4.3,77567,48MP + 2MP + 2MP,16MP Front Camera,MediaTek Dimensity 700 (MT6833) Processor,16499,2023-06-17,realme,4.0,128,5000
277,"realme 6 Pro (Lightning Orange, 64 GB)",4.4,61201,64MP + 12MP + 8MP + 2MP,16MP + 8MP Dual Front Camera,Snapdragon 720G Processor,17999,2023-06-17,realme,6.0,64,4300
278,"realme C25Y (Metal Grey, 64 GB)",4.4,139101,50MP + 2MP + 2MP,8MP Front Camera,Unisoc T610 Octa Core Processor,10790,2023-06-17,realme,4.0,64,5000
279,"realme 3i (Diamond Black, 64 GB)",4.4,80202,13MP + 2MP,13MP Front Camera,MediaTek Helio P60 Octa Core 2.0 GHz Processor,10499,2023-06-17,realme,4.0,64,4230
280,"realme 3i (Diamond Red, 64 GB)",4.4,80202,13MP + 2MP,13MP Front Camera,MediaTek Helio P60 Octa Core 2.0 GHz Processor,10499,2023-06-17,realme,4.0,64,4230
281,"realme 3i (Diamond Black, 32 GB)",4.4,304057,13MP + 2MP,13MP Front Camera,MediaTek Helio P60 Octa Core 2.0 GHz Processor,8499,2023-06-17,realme,3.0,32,4230
282,"realme 3i (Diamond Blue, 32 GB)",4.4,304057,13MP + 2MP,13MP Front Camera,MediaTek Helio P60 Octa Core 2.0 GHz Processor,8499,2023-06-17,realme,3.0,32,4230
283,"Realme C30 - Locked with Airtel Prepaid (Denim Black, 32 GB)",4.1,55030,8MP Rear Camera,5MP Front Camera,Unisoc T612 Processor,6049,2023-06-17,realme,3.0,32,5000
284,"Realme C30 - Locked with Airtel Prepaid (Lake Blue, 32 GB)",4.1,55030,8MP Rear Camera,5MP Front Camera,Unisoc T612 Processor,6049,2023-06-17,realme,3.0,32,5000
285,"realme GT 2 (Paper White, 256 GB)",4.4,1313,50MP + 8MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 888 Processor,32999,2023-06-17,realme,12.0,256,5000
286,"realme GT 2 (Steel Black, 256 GB)",4.4,1313,50MP + 8MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 888 Processor,32299,2023-06-17,realme,12.0,256,5000
287,"realme 9 (Sunburst Gold, 128 GB)",4.4,65374,108MP + 8MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 680 Processor,16999,2023-06-17,realme,6.0,128,5000
291,"Realme C30 - Locked with Airtel Prepaid (Denim Black, 32 GB)",4.1,55030,8MP Rear Camera,5MP Front Camera,Unisoc T612 Processor,6049,2023-06-17,realme,3.0,32,5000
292,"realme 9 (Meteor Black, 128 GB)",4.4,26968,108MP + 8MP + 2MP,16MP Front Camera,Qualcomm Snapdragon 680 Processor,17999,2023-06-17,realme,8.0,128,5000
293,"realme C12 (Power Silver, 32 GB)",4.4,324571,13MP + 2MP + 2MP,5MP Front Camera,Mediatek Helio G35 Processor,10999,2023-06-17,realme,3.0,32,6000
294,"realme C12 (Power Blue, 32 GB)",4.4,324571,13MP + 2MP + 2MP,5MP Front Camera,Mediatek Helio G35 Processor,10999,2023-06-17,realme,3.0,32,6000
295,"realme X3 SuperZoom (Arctic White, 256 GB)",4.2,2923,64MP + 8MP + 8MP + 2MP,32MP + 8MP Dual Front Camera,Qualcomm Snapdragon 855+ Processor,17999,2023-06-17,realme,12.0,256,4200
296,"realme X3 SuperZoom (Glacier Blue, 256 GB)",4.3,11117,64MP + 8MP + 8MP + 2MP,32MP + 8MP Dual Front Camera,Qualcomm Snapdragon 855+ Processor,14999,2023-06-17,realme,8.0,256,4200
297,"realme X3 SuperZoom (Arctic White, 128 GB)",4.3,11117,64MP + 8MP + 8MP + 2MP,32MP + 8MP Dual Front Camera,Qualcomm Snapdragon 855+ Processor,12999,2023-06-17,realme,8.0,128,4200
298,"realme C20 (Cool Grey, 32 GB)",4.4,299943,8MP Rear Camera,5MP Front Camera,MediaTek Helio G35 Processor,7499,2023-06-17,realme,2.0,32,5000
299,"realme 9 Pro+ 5G (Aurora Green, 128 GB)",4.4,32192,50MP + 8MP + 2MP,16MP Front Camera,Mediatek Dimensity 920 Processor,17999,2023-06-17,realme,6.0,128,4500
