,Rating ?/5,Number of Ratings,Price in INR,Ram_size,Storage_size,Battery_size,Company_name,Company_name
478,4.3,469,16490,6.0,128.0,5000.0,10,10
479,4.3,28408,15490,6.0,128.0,5000.0,10,10
480,4.2,7395,7990,2.0,32.0,4230.0,10,10
481,4.4,68944,15990,6.0,128.0,5000.0,10,10
482,4.3,14189,8590,2.0,32.0,4000.0,10,10
483,4.4,56140,13990,6.0,128.0,5000.0,10,10
484,4.4,31683,19990,8.0,128.0,4310.0,10,10
485,4.4,4710,32990,8.0,128.0,4025.0,10,10
486,4.4,4710,32990,8.0,128.0,4025.0,10,10
487,4.4,5785,19990,4.0,32.0,3200.0,10,10
488,4.1,23,13989,4.0,64.0,5000.0,10,10
489,4.4,3059,14990,3.0,64.0,5000.0,10,10
490,4.4,1362,16990,4.0,128.0,4020.0,10,10
491,4.3,45924,31999,6.0,128.0,4410.0,1,1
492,4.3,45924,31999,6.0,128.0,4410.0,1,1
493,4.0,1994,43999,8.0,128.0,4300.0,1,1
494,4.0,1994,43999,8.0,128.0,4300.0,1,1
495,4.0,1994,43999,8.0,128.0,4300.0,1,1
496,4.4,9674,15999,8.0,128.0,5000.0,16,16
497,4.4,40179,13999,6.0,128.0,5000.0,16,16
498,4.4,9674,15999,8.0,128.0,5000.0,16,16
499,4.4,40179,13999,6.0,128.0,5000.0,16,16
500,4.4,9674,15999,8.0,128.0,5000.0,16,16
501,4.4,40179,13999,6.0,128.0,5000.0,16,16
502,4.5,22528,12999,4.0,128.0,5000.0,16,16
503,4.5,22528,12999,4.0,128.0,5000.0,16,16
504,4.5,22528,12999,4.0,128.0,5000.0,16,16
505,4.4,4264,20999,8.0,128.0,4500.0,16,16
506,4.4,4264,20999,8.0,128.0,4500.0,16,16
507,4.5,22618,18999,6.0,128.0,4500.0,16,16
508,4.5,22618,18999,6.0,128.0,4500.0,16,16
509,4.3,6963,17999,8.0,128.0,5000.0,16,16
510,4.3,6963,17999,8.0,128.0,5000.0,16,16
511,4.4,61172,15999,6.0,128.0,5000.0,16,16
512,4.4,61172,15999,6.0,128.0,5000.0,16,16
513,4.4,61172,15999,6.0,128.0,5000.0,16,16
514,4.3,6963,17999,8.0,128.0,5000.0,16,16
515,4.4,13774,32999,8.0,128.0,4600.0,16,16
516,4.4,13774,32999,8.0,128.0,4600.0,16,16
517,4.3,2702,12999,4.0,128.0,5000.0,16,16
518,4.3,2483,10499,3.0,64.0,5000.0,16,16
519,4.4,3153,16999,8.0,128.0,5000.0,16,16
520,4.4,3153,16999,8.0,128.0,5000.0,16,16
521,4.3,2702,11999,4.0,64.0,5000.0,16,16
522,4.3,2483,10999,3.0,64.0,5000.0,16,16
523,4.3,4622,11218,3.0,64.0,5000.0,16,16
524,4.3,2702,12999,4.0,128.0,5000.0,16,16
525,4.3,2702,12868,4.0,128.0,5000.0,16,16
526,4.3,2702,11999,4.0,64.0,5000.0,16,16
527,4.3,7628,25990,8.0,128.0,4500.0,16,16
528,4.3,7628,27999,8.0,128.0,4500.0,16,16
529,4.3,12835,17899,8.0,128.0,5000.0,16,16
530,4.3,2702,12890,4.0,128.0,5000.0,16,16
531,4.3,2483,10989,3.0,32.0,5000.0,16,16
532,4.3,2483,10989,3.0,32.0,5000.0,16,16
533,4.2,1100,19999,8.0,128.0,5000.0,16,16
534,4.4,26425,28485,8.0,128.0,4200.0,16,16
535,4.3,1794,9989,3.0,32.0,4030.0,16,16
536,4.2,1100,19999,8.0,128.0,5000.0,16,16
537,4.3,86,17999,4.0,128.0,5000.0,16,16
538,4.3,1326,23999,8.0,128.0,4500.0,16,16
539,4.3,1326,23999,8.0,128.0,4500.0,16,16
540,4.4,19641,24999,8.0,128.0,4700.0,16,16
541,4.4,10127,17690,8.0,128.0,4000.0,16,16
542,4.4,26425,31989,8.0,128.0,4200.0,16,16
543,4.3,2698,19990,8.0,128.0,4050.0,16,16
544,4.3,86,17999,4.0,128.0,5000.0,16,16
545,4.4,19641,24999,8.0,128.0,4700.0,16,16
546,4.4,8984,23999,6.0,128.0,4700.0,16,16
547,4.3,12835,15999,8.0,128.0,5000.0,16,16
548,4.3,2304,17990,4.0,64.0,5000.0,16,16
549,4.4,1727,15499,4.0,128.0,5000.0,16,16
550,4.4,10127,19990,8.0,128.0,4000.0,16,16
551,4.4,1727,15499,4.0,128.0,5000.0,16,16
552,4.2,2440,24990,8.0,128.0,4050.0,16,16
553,4.4,8984,23999,6.0,128.0,4700.0,16,16
554,4.4,426,19979,8.0,128.0,5000.0,16,16
555,4.3,1320,19990,6.0,128.0,5000.0,16,16
556,4.2,2440,24899,8.0,128.0,4050.0,16,16
557,4.3,6743,35999,8.0,128.0,4830.0,16,16
558,4.4,426,19989,8.0,128.0,5000.0,16,16
559,4.3,340,12190,3.0,64.0,5000.0,16,16
560,4.3,2304,13980,4.0,64.0,5000.0,16,16
561,4.3,1326,25499,8.0,128.0,4500.0,16,16
562,4.3,6743,35999,8.0,128.0,4830.0,16,16
563,4.3,340,12190,3.0,64.0,5000.0,16,16
564,4.4,5070,37999,8.0,128.0,4600.0,16,16
565,4.4,5070,37999,8.0,128.0,4600.0,16,16
566,4.3,17455,27990,8.0,128.0,4000.0,16,16
567,4.3,17455,27990,8.0,128.0,4000.0,16,16
568,4.3,1320,19990,6.0,128.0,5000.0,16,16
569,4.3,1367,17990,4.0,64.0,5000.0,16,16
570,4.3,1367,17990,4.0,64.0,5000.0,16,16
571,4.3,17707,19990,8.0,128.0,5000.0,16,16
572,4.3,1367,14999,4.0,128.0,5000.0,16,16
573,4.5,92258,16990,4.0,64.0,5000.0,16,16
574,4.5,92258,16990,4.0,64.0,5000.0,16,16
575,4.4,5319,14999,6.0,128.0,5000.0,16,16
576,4.4,5319,14999,6.0,128.0,5000.0,16,16
577,4.5,92258,12999,4.0,128.0,5000.0,16,16
578,4.4,10127,22000,8.0,128.0,4000.0,16,16
579,4.2,1609,7999,2.0,32.0,5000.0,16,16
580,4.3,4622,10499,3.0,32.0,5000.0,16,16
581,4.3,4622,11899,3.0,64.0,5000.0,16,16
582,4.3,1794,9490,3.0,32.0,4030.0,16,16
583,4.3,2698,16988,8.0,128.0,4050.0,16,16
584,4.5,12846,15148,4.0,128.0,4500.0,16,16
585,4.3,2531,14640,6.0,64.0,5000.0,16,16
586,4.3,67447,15990,4.0,128.0,5000.0,16,16
587,4.3,67447,15990,4.0,128.0,5000.0,16,16
588,4.3,67447,15990,4.0,128.0,5000.0,16,16
589,4.3,2531,15490,6.0,64.0,5000.0,16,16
590,4.4,1370,21990,8.0,128.0,5000.0,16,16
591,4.4,1370,21990,8.0,128.0,5000.0,16,16
592,4.3,1367,14990,4.0,128.0,5000.0,16,16
593,4.3,4622,10990,3.0,32.0,5000.0,16,16
594,4.3,542,12999,3.0,32.0,5000.0,16,16
595,4.2,1405,11490,3.0,32.0,5000.0,16,16
596,4.3,1367,14889,4.0,128.0,5000.0,16,16
597,4.2,1405,11699,3.0,64.0,5000.0,16,16
598,4.3,542,12999,3.0,32.0,5000.0,16,16
599,4.3,6342,18990,6.0,128.0,5000.0,16,16
600,4.3,6342,17499,6.0,128.0,5000.0,16,16
601,4.3,4402,9499,3.0,32.0,5000.0,16,16
602,4.3,6743,28990,8.0,128.0,4830.0,16,16
603,4.2,1405,11390,3.0,32.0,5000.0,16,16
604,4.3,43082,9990,2.0,32.0,4030.0,16,16
605,4.4,3957,37999,8.0,128.0,4300.0,16,16
606,4.4,3957,37990,8.0,128.0,4300.0,16,16
607,4.3,3848,38990,8.0,128.0,4300.0,16,16
608,4.3,14939,17449,4.0,64.0,5000.0,16,16
609,4.5,92258,16999,4.0,128.0,5000.0,16,16
610,4.3,14249,18990,4.0,128.0,5000.0,16,16
611,4.4,10887,13499,3.0,64.0,5000.0,16,16
612,4.5,17911,24990,6.0,64.0,3315.0,16,16
613,4.5,3791,43990,8.0,128.0,4450.0,16,16
614,4.4,44968,10990,3.0,32.0,5000.0,16,16
615,4.4,44968,10990,3.0,32.0,5000.0,16,16
616,4.4,44968,10999,3.0,64.0,5000.0,16,16
617,4.3,1897,36990,6.0,128.0,3200.0,16,16
618,4.4,17528,22221,4.0,64.0,3225.0,16,16
619,4.3,17455,27990,8.0,128.0,4000.0,16,16
620,4.4,26963,19990,4.0,32.0,3260.0,16,16
621,4.3,42,9999,4.0,64.0,5000.0,16,16
622,4.4,16017,10990,3.0,32.0,4030.0,16,16
623,4.4,51306,13990,3.0,32.0,3260.0,16,16
624,4.5,90513,23990,4.0,64.0,3260.0,16,16
625,4.5,8601,27990,8.0,128.0,4500.0,16,16
626,4.5,90513,23990,4.0,64.0,3260.0,16,16
627,4.5,8601,27990,8.0,128.0,4500.0,16,16
628,4.3,1946,15999,4.0,64.0,5000.0,16,16
629,4.5,31254,32990,6.0,128.0,3700.0,16,16
630,4.4,13534,30990,8.0,128.0,4500.0,16,16
631,4.4,2742,17989,8.0,128.0,5000.0,16,16
632,4.4,1370,21990,8.0,128.0,5000.0,16,16
633,4.3,17455,27990,8.0,128.0,4000.0,16,16
634,4.3,2531,15490,6.0,64.0,5000.0,16,16
635,4.3,14939,13499,4.0,128.0,5000.0,16,16
636,4.3,14939,13499,4.0,128.0,5000.0,16,16
637,4.3,4402,9849,3.0,32.0,5000.0,16,16
638,4.3,3848,38990,8.0,128.0,4300.0,16,16
639,4.4,8666,15990,6.0,128.0,5000.0,16,16
640,4.4,8666,16290,6.0,128.0,5000.0,16,16
641,4.3,16283,9990,3.0,32.0,5000.0,16,16
642,4.3,16283,9990,3.0,32.0,5000.0,16,16
643,4.3,14939,14499,4.0,64.0,5000.0,16,16
644,4.3,43082,7990,2.0,32.0,4030.0,16,16
645,4.4,10887,9999,3.0,64.0,5000.0,16,16
646,4.3,1912,10990,3.0,64.0,5000.0,16,16
647,4.3,19513,20990,8.0,128.0,5000.0,16,16
648,4.5,92258,15495,4.0,128.0,5000.0,16,16
649,4.3,8006,24990,8.0,128.0,4000.0,16,16
650,4.3,8006,23999,8.0,128.0,4000.0,16,16
651,4.4,5623,13990,4.0,64.0,5000.0,16,16
652,4.3,10554,17990,8.0,128.0,5000.0,16,16
653,4.3,10554,18490,8.0,128.0,5000.0,16,16
654,4.3,3241,16990,6.0,128.0,5000.0,16,16
655,4.4,69103,29999,8.0,128.0,4500.0,9,9
656,4.2,3620,12588,8.0,128.0,6000.0,13,13
657,4.2,3620,12166,8.0,128.0,6000.0,13,13
658,4.2,6837,7790,3.0,32.0,5000.0,13,13
659,4.1,26218,7175,2.0,32.0,5000.0,13,13
660,4.1,134,11390,4.0,64.0,6000.0,13,13
661,4.2,4034,23990,6.0,128.0,5000.0,6,6
662,4.2,6837,8199,3.0,32.0,5000.0,13,13
663,4.2,6837,8290,3.0,32.0,5000.0,13,13
664,4.2,6098,18999,8.0,128.0,4250.0,6,6
665,4.2,6098,18999,8.0,128.0,4250.0,6,6
666,4.2,12062,23999,6.0,128.0,4500.0,6,6
667,4.1,26218,7199,2.0,32.0,5000.0,13,13
668,4.1,26218,7343,2.0,32.0,5000.0,13,13
669,4.2,13149,18985,6.0,128.0,4250.0,6,6
670,4.2,3241,19199,8.0,128.0,5000.0,13,13
671,4.1,3657,24996,8.0,128.0,5000.0,6,6
672,4.2,2930,22990,6.0,128.0,4520.0,6,6
673,4.2,15294,16599,6.0,128.0,4030.0,6,6
674,3.9,504,34999,8.0,128.0,4520.0,6,6
675,4.1,3657,37999,8.0,128.0,5000.0,6,6
676,4.0,630,32499,8.0,128.0,5000.0,6,6
677,4.2,21766,26999,8.0,128.0,5160.0,6,6
678,4.2,3576,24990,6.0,128.0,4250.0,6,6
679,3.9,504,28799,8.0,128.0,4520.0,6,6
680,4.1,196,11999,6.0,128.0,5000.0,13,13
681,4.2,2433,32990,8.0,128.0,4520.0,6,6
682,4.2,2433,34499,8.0,128.0,4520.0,6,6
683,4.2,2433,25990,8.0,128.0,4520.0,6,6
684,4.2,2930,24999,6.0,128.0,4520.0,6,6
685,4.1,134,12999,4.0,64.0,6000.0,13,13
686,4.2,3688,38849,8.0,128.0,5000.0,6,6
687,4.2,1777,26999,8.0,128.0,4250.0,6,6
688,4.3,14942,9399,3.0,32.0,5000.0,13,13
689,4.2,18404,8999,3.0,32.0,5000.0,13,13
690,4.1,60,15999,6.0,128.0,6000.0,13,13
691,4.5,51408,22999,6.0,64.0,4000.0,13,13
692,4.5,51408,22999,6.0,64.0,4000.0,13,13
693,4.3,38829,14999,4.0,64.0,4030.0,6,6
694,4.2,6043,15699,6.0,64.0,5000.0,13,13
695,4.1,134,12499,4.0,64.0,6000.0,13,13
696,4.2,6043,17999,6.0,128.0,5000.0,13,13
697,4.2,6043,16795,6.0,64.0,5000.0,13,13
698,4.2,13149,21999,6.0,128.0,4250.0,6,6
699,4.2,6098,18999,8.0,128.0,4250.0,6,6
700,4.2,38416,24999,6.0,128.0,5160.0,6,6
701,4.4,6775,8999,3.0,32.0,4000.0,13,13
702,4.4,6775,8799,3.0,32.0,4000.0,13,13
703,4.2,3576,21499,6.0,128.0,4250.0,6,6
704,4.3,539,13499,4.0,64.0,5018.0,13,13
705,4.3,14374,7699,2.0,32.0,4000.0,13,13
706,4.2,2756,20999,8.0,128.0,5000.0,13,13
707,4.2,3576,22500,6.0,128.0,4250.0,6,6
708,4.2,1777,22800,8.0,128.0,4250.0,6,6
709,4.2,38416,24999,6.0,128.0,5160.0,6,6
710,4.3,21818,6660,2.0,32.0,5000.0,13,13
711,4.2,1777,22990,8.0,128.0,4250.0,6,6
712,4.3,539,13799,4.0,128.0,5020.0,13,13
713,4.3,21818,6995,2.0,32.0,5000.0,13,13
714,4.5,51408,22999,6.0,64.0,4000.0,13,13
715,4.3,14942,7079,3.0,32.0,5000.0,13,13
716,4.3,18759,14999,3.0,32.0,4850.0,6,6
717,4.3,14942,7290,3.0,32.0,5000.0,13,13
718,4.3,18759,14999,3.0,32.0,4850.0,6,6
719,4.3,18759,14999,3.0,32.0,4850.0,6,6
720,4.3,18759,14999,3.0,32.0,4850.0,6,6
721,4.2,38416,24999,6.0,128.0,5160.0,6,6
722,4.3,18759,14999,3.0,32.0,4850.0,6,6
723,4.2,6800,28999,8.0,128.0,4500.0,6,6
724,4.2,18404,9999,3.0,64.0,5000.0,13,13
725,4.2,1405,17990,6.0,128.0,5000.0,13,13
726,4.3,3019,23999,6.0,64.0,4820.0,6,6
727,4.2,15294,17499,6.0,128.0,4030.0,6,6
728,4.2,13149,21999,6.0,128.0,4250.0,6,6
729,4.5,51408,24999,6.0,128.0,4000.0,13,13
730,4.5,51408,24999,6.0,128.0,4000.0,13,13
731,4.2,18404,8999,3.0,32.0,5000.0,13,13
732,4.2,6043,18999,6.0,64.0,5000.0,13,13
733,4.5,51408,22999,6.0,64.0,4000.0,13,13
734,4.2,18404,8999,3.0,32.0,5000.0,13,13
735,4.2,18404,9999,3.0,64.0,5000.0,13,13
736,4.2,6043,18999,6.0,64.0,5000.0,13,13
737,4.5,51408,22999,6.0,64.0,4000.0,13,13
738,4.2,38416,24999,6.0,128.0,5160.0,6,6
739,4.3,6041,37999,6.0,128.0,3400.0,6,6
740,3.9,504,28699,8.0,128.0,4520.0,6,6
741,4.5,51408,24999,6.0,128.0,4000.0,13,13
742,4.2,3576,24999,6.0,128.0,4250.0,6,6
743,4.2,21766,26999,8.0,128.0,5160.0,6,6
744,4.2,12062,23999,6.0,128.0,4500.0,6,6
745,4.2,3576,24999,6.0,128.0,4250.0,6,6
746,4.2,1777,22999,8.0,128.0,4250.0,6,6
747,4.0,630,42999,8.0,128.0,5000.0,6,6
748,4.4,44298,14999,4.0,64.0,5300.0,6,6
749,4.3,3019,23999,6.0,64.0,4820.0,6,6
750,4.2,2756,21450,8.0,128.0,5000.0,13,13
751,4.2,6433,20451,6.0,128.0,5000.0,13,13
752,4.2,2756,21990,8.0,128.0,5000.0,13,13
753,4.3,4,8999,3.0,32.0,5050.0,8,8
754,4.5,12,6998,2.0,64.0,4000.0,8,8
755,4.0,868,16999,6.0,128.0,5050.0,8,8
756,4.0,868,16999,6.0,128.0,5050.0,8,8
757,4.5,12,6999,2.0,64.0,4000.0,8,8
758,4.0,5183,5499,1.0,8.0,4000.0,8,8
759,4.1,1196,11499,3.0,64.0,4500.0,8,8
760,4.1,1196,11499,3.0,64.0,4500.0,8,8
761,4.1,277,14499,4.0,64.0,5050.0,8,8
762,4.1,1196,11280,3.0,64.0,4500.0,8,8
763,3.9,3775,16799,4.0,64.0,4000.0,8,8
764,4.3,4,8999,3.0,32.0,5050.0,8,8
765,3.9,34,9949,4.0,64.0,5050.0,8,8
766,4.0,585,13999,4.0,64.0,4000.0,8,8
767,4.0,585,13999,4.0,64.0,4000.0,8,8
768,4.1,277,14499,4.0,64.0,5050.0,8,8
769,4.3,4,8999,3.0,32.0,5050.0,8,8
770,4.0,202,11499,4.0,64.0,5050.0,8,8
771,4.0,202,9290,4.0,64.0,5050.0,8,8
772,3.9,34,9800,4.0,64.0,5050.0,8,8
773,3.9,34,9999,4.0,64.0,5050.0,8,8
774,4.0,585,13999,4.0,64.0,4000.0,8,8
775,4.5,12,6998,2.0,64.0,4000.0,8,8
776,3.9,293,12999,4.0,64.0,5050.0,8,8
777,3.9,71,8489,3.0,32.0,6000.0,8,8
778,4.1,18985,11999,8.0,128.0,5000.0,5,5
779,3.9,4645,7999,4.0,64.0,5000.0,5,5
780,4.0,25325,7499,4.0,64.0,5000.0,5,5
781,4.1,18985,11999,8.0,128.0,5000.0,5,5
782,3.9,20903,9999,4.0,128.0,5000.0,5,5
783,4.1,31993,15499,6.0,128.0,5000.0,5,5
784,3.9,20903,9999,4.0,128.0,5000.0,5,5
785,4.0,25325,7499,4.0,64.0,5000.0,5,5
786,3.9,4645,7999,4.0,64.0,5000.0,5,5
787,4.0,25325,7499,4.0,64.0,5000.0,5,5
788,4.1,31993,15499,6.0,128.0,5000.0,5,5
789,3.9,12722,16999,8.0,128.0,5000.0,5,5
790,4.1,14896,16499,8.0,128.0,5000.0,5,5
791,4.1,14896,16499,8.0,128.0,5000.0,5,5
792,3.9,12722,16999,8.0,128.0,5000.0,5,5
793,4.2,82711,8999,4.0,64.0,5000.0,5,5
794,4.1,6293,21499,8.0,128.0,5000.0,5,5
795,4.1,17253,12999,6.0,128.0,5000.0,5,5
796,4.1,6293,21499,8.0,128.0,5000.0,5,5
797,3.9,275,8315,4.0,64.0,5000.0,5,5
798,4.0,3091,6999,2.0,64.0,5000.0,5,5
799,4.1,16478,16999,6.0,128.0,5000.0,5,5
800,4.1,16478,16999,6.0,128.0,5000.0,5,5
801,4.2,39803,13999,6.0,128.0,5000.0,5,5
802,4.2,7176,13999,4.0,64.0,5000.0,5,5
803,4.0,3091,6999,2.0,64.0,5000.0,5,5
804,4.2,40241,10999,4.0,64.0,5000.0,5,5
805,4.2,7176,11299,4.0,64.0,5000.0,5,5
806,4.3,3550,39999,8.0,128.0,4400.0,5,5
807,4.0,3091,6999,2.0,64.0,5000.0,5,5
808,3.9,20903,9499,4.0,64.0,5000.0,5,5
809,4.1,6102,25999,8.0,128.0,4020.0,5,5
810,4.2,7176,13999,4.0,64.0,5000.0,5,5
811,4.1,6102,25999,8.0,128.0,4020.0,5,5
812,4.3,3550,39999,8.0,128.0,4400.0,5,5
813,4.2,40132,11999,4.0,64.0,5000.0,5,5
814,4.2,40241,10999,4.0,64.0,5000.0,5,5
815,4.2,7176,11980,4.0,64.0,5000.0,5,5
816,3.9,275,9999,4.0,64.0,5000.0,5,5
817,4.2,23711,17997,6.0,128.0,5000.0,5,5
818,4.1,11025,24999,6.0,128.0,4020.0,5,5
819,4.1,17931,14999,4.0,64.0,5000.0,5,5
820,4.2,40132,11999,4.0,64.0,5000.0,5,5
821,4.3,3550,39999,8.0,128.0,4400.0,5,5
822,4.2,57540,12999,6.0,128.0,6000.0,5,5
823,4.1,11025,24999,6.0,128.0,4020.0,5,5
824,4.2,57540,19999,6.0,128.0,6000.0,5,5
825,4.3,11315,15999,4.0,64.0,4000.0,5,5
826,4.1,9496,34999,8.0,128.0,4000.0,5,5
827,4.0,1986,34999,8.0,128.0,4800.0,5,5
828,4.2,16775,11249,4.0,64.0,5000.0,5,5
829,4.2,39803,13999,6.0,128.0,5000.0,5,5
830,4.2,8683,19999,6.0,128.0,5000.0,5,5
831,4.2,82711,8999,4.0,64.0,5000.0,5,5
832,4.1,17931,14999,4.0,64.0,5000.0,5,5
833,4.0,20231,18999,6.0,128.0,5000.0,5,5
834,4.2,23711,16999,6.0,128.0,5000.0,5,5
835,4.1,10429,6999,2.0,32.0,5000.0,5,5
836,4.0,4077,29999,8.0,128.0,4500.0,5,5
837,4.1,12081,20999,8.0,128.0,5000.0,5,5
838,4.2,33301,10999,4.0,64.0,6000.0,5,5
839,4.2,8683,19999,6.0,128.0,5000.0,5,5
840,4.1,12081,20999,8.0,128.0,5000.0,5,5
841,4.0,20231,18999,6.0,128.0,5000.0,5,5
842,4.2,14883,24999,6.0,128.0,5000.0,5,5
843,4.2,61705,9999,4.0,64.0,6000.0,5,5
844,4.2,61705,9999,4.0,64.0,6000.0,5,5
845,3.9,1603,9999,4.0,64.0,5000.0,5,5
846,4.2,16775,11249,4.0,64.0,5000.0,5,5
847,4.4,69086,18388,6.0,128.0,5000.0,11,11
848,4.4,69086,18999,6.0,128.0,5000.0,11,11
849,4.3,8782,28160,8.0,128.0,4500.0,11,11
850,4.3,8782,27924,8.0,128.0,4500.0,11,11
851,4.5,2797,39950,8.0,128.0,5000.0,11,11
852,4.3,8782,27990,8.0,128.0,4500.0,11,11
853,4.3,8782,28385,8.0,128.0,4500.0,11,11
854,4.3,1688,31149,8.0,128.0,5000.0,11,11
855,4.3,1688,31112,8.0,128.0,5000.0,11,11
856,4.3,1688,31220,8.0,128.0,5000.0,11,11
857,4.5,2797,39934,8.0,128.0,5000.0,11,11
858,4.3,1688,31270,8.0,128.0,5000.0,11,11
859,4.5,125,22990,8.0,128.0,3800.0,11,11
860,4.5,24,20990,6.0,128.0,3700.0,11,11
861,4.3,2260,31999,8.0,128.0,5000.0,11,11
862,4.5,442,34990,8.0,128.0,4300.0,11,11
863,4.5,442,34990,8.0,128.0,4300.0,11,11
864,4.5,305,30990,6.0,128.0,4000.0,11,11
865,4.5,2797,39989,8.0,128.0,5000.0,11,11
866,4.3,524,42999,8.0,128.0,4500.0,11,11
867,3.9,369,35890,8.0,128.0,4500.0,11,11
868,3.9,369,35890,8.0,128.0,4500.0,11,11
869,4.2,5,22990,6.0,128.0,4500.0,11,11
870,4.4,145,32990,8.0,128.0,4500.0,11,11
871,4.3,8782,28179,8.0,128.0,4500.0,11,11
872,4.4,145,32990,8.0,128.0,4500.0,11,11
873,4.5,2797,39970,8.0,128.0,5000.0,11,11
874,4.3,5819,21949,8.0,128.0,5000.0,11,11
875,4.3,5819,21999,8.0,128.0,5000.0,11,11
876,4.2,234,26999,12.0,128.0,4500.0,11,11
877,4.5,125,31998,8.0,128.0,3700.0,11,11
878,4.4,1937,29999,8.0,128.0,4500.0,11,11
879,4.4,596,18999,8.0,128.0,5000.0,11,11
880,4.4,596,19999,8.0,128.0,5000.0,11,11
881,4.6,9598,32999,8.0,128.0,3800.0,11,11
882,3.9,369,36790,8.0,128.0,4500.0,11,11
883,3.9,369,35333,8.0,128.0,4500.0,11,11
884,4.2,5,27899,6.0,128.0,4500.0,11,11
885,4.2,5,24999,6.0,128.0,4500.0,11,11
886,4.3,5819,21990,8.0,128.0,5000.0,11,11
887,4.4,1937,19700,8.0,128.0,4500.0,11,11
888,4.2,426,23900,6.0,128.0,4500.0,11,11
889,4.3,2795,24797,8.0,128.0,4500.0,11,11
890,4.2,426,23999,6.0,128.0,4500.0,11,11
891,3.9,369,37190,8.0,128.0,4500.0,11,11
892,4.2,426,23990,6.0,128.0,4500.0,11,11
893,4.2,426,23989,6.0,128.0,4500.0,11,11
894,4.3,1127,19990,4.0,128.0,4000.0,2,2
895,4.6,11,25990,6.0,128.0,3340.0,2,2
896,4.3,1205,42998,3.0,64.0,3450.0,7,7
897,4.5,4082,42999,3.0,64.0,3450.0,7,7
898,4.5,4082,39999,3.0,32.0,3450.0,7,7
899,4.3,1127,19990,4.0,128.0,4000.0,2,2
900,4.1,297,12999,3.0,32.0,4000.0,0,0
901,4.1,297,3799,3.0,32.0,4000.0,0,0
902,4.1,9952,7999,3.0,32.0,4000.0,4,4
903,4.0,42171,10310,3.0,32.0,4050.0,4,4
904,4.0,42171,10090,3.0,32.0,4050.0,4,4
905,4.1,11468,16999,4.0,64.0,4050.0,4,4
906,4.1,22593,11999,4.0,32.0,4000.0,4,4
907,4.1,22593,11999,4.0,32.0,4000.0,4,4
908,4.1,2005,11999,4.0,64.0,3760.0,4,4
909,3.9,4289,15499,3.0,32.0,3500.0,4,4
910,4.1,2005,11999,4.0,64.0,3760.0,4,4
911,4.2,19291,9999,3.0,32.0,4000.0,4,4
912,4.0,83006,10999,4.0,32.0,4000.0,4,4
913,4.1,15949,6999,2.0,16.0,4000.0,4,4
914,4.3,33752,7499,4.0,64.0,6000.0,3,3
915,4.3,33752,7499,4.0,64.0,6000.0,3,3
916,4.3,33752,7499,4.0,64.0,6000.0,3,3
917,4.3,22569,9499,8.0,128.0,5000.0,3,3
918,4.3,22569,9499,8.0,128.0,5000.0,3,3
919,4.3,5503,8399,4.0,64.0,5000.0,3,3
920,4.3,5503,8399,4.0,64.0,5000.0,3,3
921,4.3,5503,8399,4.0,64.0,5000.0,3,3
922,4.3,22569,9499,8.0,128.0,5000.0,3,3
923,4.3,22569,9499,8.0,128.0,5000.0,3,3
924,4.3,5503,8399,4.0,64.0,5000.0,3,3
925,4.4,6252,6199,2.0,64.0,5000.0,3,3
926,4.3,33810,5999,2.0,32.0,5000.0,3,3
927,4.3,33810,5999,2.0,32.0,5000.0,3,3
928,4.3,33810,5999,2.0,32.0,5000.0,3,3
929,4.1,5494,13499,6.0,128.0,5000.0,3,3
930,4.2,10930,11499,4.0,64.0,5000.0,3,3
931,4.2,10930,11499,4.0,64.0,5000.0,3,3
932,4.1,5494,13499,6.0,128.0,5000.0,3,3
933,4.1,27133,17999,8.0,128.0,5000.0,3,3
934,4.1,27133,17999,8.0,128.0,5000.0,3,3
935,4.2,10930,11499,4.0,64.0,5000.0,3,3
936,4.2,5955,10499,4.0,64.0,5000.0,3,3
937,4.2,5955,10499,4.0,64.0,5000.0,3,3
938,4.2,5955,10499,4.0,64.0,5000.0,3,3
939,4.1,5494,13499,6.0,128.0,5000.0,3,3
940,4.4,6252,6199,2.0,64.0,5000.0,3,3
941,4.4,6252,6199,2.0,64.0,5000.0,3,3
942,4.4,6252,6199,2.0,64.0,5000.0,3,3
943,4.4,25096,8499,4.0,64.0,6000.0,3,3
944,4.4,25096,8499,4.0,64.0,6000.0,3,3
945,4.4,25096,8499,4.0,64.0,6000.0,3,3
946,4.4,25096,8499,4.0,64.0,6000.0,3,3
947,4.1,3299,16599,8.0,128.0,5000.0,3,3
948,4.2,27533,8999,4.0,64.0,6000.0,3,3
949,4.2,27533,8999,4.0,64.0,6000.0,3,3
950,4.2,27533,8999,4.0,64.0,6000.0,3,3
951,4.2,27533,8999,4.0,64.0,6000.0,3,3
952,4.1,3299,16599,8.0,128.0,5000.0,3,3
953,4.1,3299,16599,8.0,128.0,5000.0,3,3
954,4.2,13349,12999,6.0,128.0,5000.0,3,3
955,4.2,27194,10999,4.0,64.0,5000.0,3,3
956,4.2,3729,16999,8.0,128.0,4500.0,3,3
957,4.2,3729,16999,8.0,128.0,4500.0,3,3
958,4.2,3729,16999,8.0,128.0,4500.0,3,3
959,4.3,32464,6999,2.0,64.0,5000.0,3,3
960,4.3,32464,6999,2.0,64.0,5000.0,3,3
